experiment,config_id,config_json,seed,hit,hit_type,pos_error,vel_error,min_dist,ball_near_ms,tube_ready_ms,max_tcp,max_qdot,max_face,hit_time_error_ms,hit_pos_error,v_racket_at_hit,wall_time,error
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",105,True,active,0.099811,1.892292,0.099811,25.0,105.0,1.71,0.98,1.8,15.0,0.099811,1.632,2.78,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",108,True,active,0.13156,1.888712,0.118142,30.0,105.0,1.81,0.98,1.7,15.0,0.13156,1.727,2.75,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",117,True,active,0.089122,1.859269,0.083447,25.0,105.0,1.79,0.97,1.6,15.0,0.089122,1.728,1.74,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",114,True,active,0.165327,1.85558,0.136379,25.0,80.0,1.29,1.0,1.6,0.0,0.165327,0.492,2.14,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",118,True,active,0.131767,1.899711,0.111412,30.0,105.0,1.78,1.0,1.7,10.0,0.131767,1.783,1.73,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",123,True,active,0.143353,1.879279,0.127569,30.0,105.0,1.3,0.99,1.5,10.0,0.143353,0.72,1.59,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",120,False,miss,0.154017,1.749814,0.129418,0.0,45.0,1.65,1.0,2.0,0.0,0.154017,0.0,2.1,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",125,True,active,0.107187,1.88489,0.107187,25.0,105.0,1.53,1.0,1.5,15.0,0.107187,1.377,1.5,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",121,False,miss,0.336921,1.890151,0.143762,15.0,65.0,1.51,1.0,1.4,0.0,0.336921,0.0,2.04,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",115,True,active,0.069945,1.854591,0.064587,35.0,105.0,1.8,1.0,1.7,15.0,0.069945,1.174,2.84,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",126,True,active,0.065473,1.856013,0.023321,35.0,105.0,1.34,1.0,1.5,10.0,0.065473,1.211,1.65,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",128,False,miss,0.397183,1.888918,0.136619,15.0,90.0,1.75,0.99,1.5,0.0,0.397183,0.0,1.42,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",129,True,active,0.140944,1.884788,0.112064,40.0,100.0,1.77,0.99,1.9,5.0,0.140944,0.763,1.46,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",130,False,miss,0.439105,1.866391,0.169053,10.0,0.0,1.57,1.0,1.6,0.0,0.439105,0.0,1.56,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",127,False,miss,0.380965,1.84824,0.17639,5.0,0.0,1.42,0.99,1.6,0.0,0.380965,0.0,1.96,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",119,True,active,0.132207,1.865791,0.098645,35.0,105.0,1.56,1.0,1.6,5.0,0.132207,1.245,2.88,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",133,True,active,0.134007,1.89643,0.121154,30.0,90.0,1.79,0.99,1.7,15.0,0.134007,1.743,1.39,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",122,False,miss,0.412784,1.892783,0.146707,15.0,65.0,1.75,1.0,2.1,0.0,0.412784,0.0,2.86,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",124,False,miss,0.344372,1.897937,0.148847,15.0,35.0,1.21,1.0,1.3,0.0,0.344372,0.0,2.8,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",135,False,miss,0.42334,1.881046,0.167759,10.0,0.0,1.78,0.99,1.7,0.0,0.42334,0.0,1.45,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",136,True,active,0.127288,1.884733,0.117476,25.0,105.0,1.38,1.0,1.3,10.0,0.127288,1.171,1.44,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",134,False,miss,0.405045,1.871161,0.145095,15.0,50.0,1.78,1.0,1.9,0.0,0.405045,0.0,1.81,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",140,True,active,0.12007,1.88625,0.098631,30.0,100.0,1.77,0.98,2.0,10.0,0.12007,1.67,1.38,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",132,False,miss,0.310562,1.892823,0.144704,15.0,70.0,1.04,1.0,1.4,0.0,0.310562,0.0,2.33,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",141,True,active,0.119542,1.901794,0.096147,35.0,105.0,1.46,1.0,1.4,10.0,0.119542,1.143,1.56,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",131,True,active,0.097833,1.903919,0.097833,25.0,105.0,1.79,0.99,2.0,10.0,0.097833,1.721,2.74,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",142,True,active,0.079066,1.850398,0.079066,30.0,105.0,1.77,1.0,1.7,10.0,0.079066,1.668,1.45,
